Sequence_ID	Total_Contigs	Genome_length	Largest_Contig	n50	GC_Percent
MO_188.bin.53	221	2091029	30436	9720	59
MO_188.bin.54	223	2467490	42476	11330	41
MO_188.bin.55	46	287887	9981	5988	53
MO_188.bin.56	222	1951125	52172	8442	61
MO_188.bin.57	276	3921537	66082	16829	60
MO_188.bin.58	410	3494668	44868	8189	45
MO_188.bin.59	502	4690929	39281	9951	51
MO_188.bin.5	191	3175331	73685	21497	49
MO_188.bin.6	50	520983	39583	12126	38
MO_188.bin.7	82	524531	11348	6193	68
MO_188.bin.8	354	8263880	173514	31933	38
MO_188.bin.9	70	459432	12088	6645	65
MO_192.bin.10	330	7757109	133121	32854	40
MO_192.bin.11	116	1175897	28058	11091	41
MO_192.bin.12	622	5068125	30293	8104	63
MO_192.bin.13	205	1515095	16623	7182	44
MO_192.bin.14	286	3844738	63130	16268	46
MO_192.bin.15	74	2054334	156017	35383	34
MO_192.bin.16	51	1277363	96151	31434	40
MO_192.bin.17	388	7207915	81360	25598	39
MO_192.bin.18	375	5253215	72771	16885	37
MO_192.bin.19	606	6794339	42770	12717	38
MO_192.bin.1	66	416428	11885	6166	51
MO_192.bin.20	202	1502342	25918	7215	61
MO_192.bin.21	279	2333890	24243	8639	68
MO_192.bin.22	52	520741	20894	9863	41
MO_192.bin.23	209	1897858	58482	9533	61
MO_192.bin.24	152	1075461	17530	6935	37
MO_192.bin.25	58	392570	16583	6791	53
MO_192.bin.26	427	3477420	32126	8306	39
MO_192.bin.27	345	7694597	130294	30038	37
MO_192.bin.28	90	579895	9759	6311	67
MO_192.bin.29	82	665812	32063	8243	42
MO_192.bin.2	473	3551710	19548	7319	70
MO_192.bin.3	117	767947	12391	6455	49
MO_192.bin.4	21	215897	22797	11152	41
MO_192.bin.5	40	246213	9352	6035	68
MO_192.bin.6	398	3523679	23672	9229	40
MO_192.bin.7	90	648196	21283	6790	40
MO_192.bin.8	278	2114402	32318	7359	47
MO_192.bin.9	297	2481654	28343	8237	62
MO_197.bin.10	318	3330715	49051	11826	66
MO_197.bin.11	138	1068486	26736	7678	63
MO_197.bin.12	240	3020055	71288	14174	66
MO_197.bin.13	264	1940770	16223	7415	61
MO_197.bin.14	72	467057	13197	6216	71
MO_197.bin.15	215	2056219	53603	9969	62
MO_197.bin.16	15	383320	59486	44436	49
MO_197.bin.17	5	278261	149981	149981	34
MO_197.bin.18	22	267816	55337	12930	48
MO_197.bin.19	258	1933697	16912	7314	54
MO_197.bin.1	126	1070313	26328	8320	67
MO_197.bin.20	152	1159511	16296	7685	59
MO_197.bin.21	285	3894551	78459	15866	69
MO_197.bin.22	105	705627	17205	6461	61
MO_197.bin.23	307	3866338	50621	14816	47
MO_197.bin.24	44	276182	11031	6023	60
MO_197.bin.25	25	259736	29565	10633	54
MO_197.bin.26	106	772900	29567	6856	36
MO_197.bin.27	51	337217	15233	6512	56
MO_197.bin.28	135	1137454	26159	8603	62
MO_197.bin.29	112	753828	13794	6484	50
MO_197.bin.2	38	237895	10587	5982	54
MO_197.bin.30	135	931916	14466	6630	58
MO_197.bin.31	219	4672422	106052	30169	48
MO_197.bin.32	339	4259934	53929	15468	67
MO_197.bin.33	526	4544527	33567	8720	39
MO_197.bin.34	339	2296800	15837	6571	72
MO_197.bin.35	231	2006808	41277	8353	66
MO_197.bin.3	214	3531565	76322	22620	62
MO_197.bin.4	180	1244655	17574	6626	50
MO_197.bin.5	70	439261	11491	5976	63
MO_197.bin.6	80	2805393	291289	60054	62
MO_197.bin.7	18	223529	28399	12672	37
MO_197.bin.8	212	1802535	28377	8307	63
MO_197.bin.9	233	1676617	16863	6904	71
MO_199.bin.10	198	1477723	21471	7205	52
MO_199.bin.11	391	3648315	40845	9816	38
MO_199.bin.12	82	712355	21256	8757	37
MO_199.bin.13	63	411803	10788	6445	59
MO_199.bin.14	69	595312	38789	8742	37
MO_199.bin.1	54	329580	9861	5958	49
MO_199.bin.2	269	2083385	26896	7552	66
MO_199.bin.3	674	7526860	46165	12404	35
MO_199.bin.4	39	306832	15526	7653	36
MO_199.bin.5	400	7386526	104095	24012	36
MO_199.bin.6	319	4756066	67414	18222	37
MO_199.bin.7	115	935553	43766	7622	37
MO_199.bin.8	3422	26250784	37484	7546	52
MO_199.bin.9	143	1020529	30701	6629	62
MO_202.bin.10	453	4934705	34595	12306	70
MO_202.bin.11	54	487813	28377	10630	44
MO_202.bin.12	31	335787	26352	10893	64
MO_202.bin.13	68	445301	18728	6232	59
MO_202.bin.14	42	286707	24772	6040	54
MO_202.bin.15	16	224979	32549	17830	40
MO_202.bin.16	317	2654844	46193	8241	46
MO_202.bin.17	149	1513626	30134	10744	47
MO_202.bin.18	116	867923	17146	7584	61
MO_202.bin.19	3374	24893947	34177	7168	53
MO_202.bin.1	81	512986	9922	6481	62
MO_202.bin.20	60	409317	20545	6456	62
MO_202.bin.21	76	494914	11900	6302	61
MO_202.bin.22	108	686493	11563	6200	50
MO_202.bin.23	130	5064004	199103	64044	67
MO_202.bin.24	310	3739759	45791	13854	48
MO_202.bin.25	361	4225582	52877	13540	58
MO_202.bin.26	409	5485813	58900	16658	66
MO_202.bin.27	10	298767	109029	50223	34
MO_202.bin.28	101	700274	23815	6539	45
MO_202.bin.2	188	5507460	129262	45571	36
MO_202.bin.3	214	1468720	16849	6538	71
MO_202.bin.4	96	657205	13108	6800	59
MO_202.bin.5	154	1190662	20107	7860	65
MO_202.bin.6	242	1940116	22529	7852	47
MO_202.bin.7	172	2930260	58662	21998	65
MO_202.bin.8	474	3991942	33547	8354	39
MO_202.bin.9	541	4763676	33926	8731	36
MO_207.bin.10	465	6237514	66488	15146	36
MO_207.bin.11	364	5108577	131275	16262	63
MO_207.bin.12	81	525647	10800	6487	61
MO_207.bin.13	17	703357	135814	46804	62
MO_207.bin.14	281	2570374	29655	9741	72
MO_207.bin.15	312	7293591	114286	31811	37
MO_207.bin.16	31	231967	19608	6828	62
MO_207.bin.17	99	860223	27763	9070	40
MO_207.bin.18	182	1368970	20520	7659	63
MO_207.bin.19	126	930687	27822	7637	38
MO_207.bin.1	61	400955	12571	6411	66
MO_207.bin.20	136	979285	21789	6830	69
MO_207.bin.21	110	783109	19253	7099	44
MO_207.bin.22	173	1227923	19176	7223	36
MO_207.bin.23	225	1639556	18187	7145	66
MO_207.bin.24	318	3004619	30005	10058	46
MO_207.bin.25	223	2123000	54104	10624	63
MO_207.bin.26	297	2259310	22717	7426	39
MO_207.bin.2	63	421093	12698	6335	59
MO_207.bin.3	9	299873	119907	42099	34
MO_207.bin.4	117	830271	20835	6762	61
MO_207.bin.5	92	668507	17021	6989	54
MO_207.bin.6	242	3162858	58669	15157	62
MO_207.bin.7	74	491295	13123	6456	55
MO_207.bin.8	14	226664	36334	24343	37
MO_207.bin.9	312	3854705	60248	14492	48
MO_226.bin.10	31	205074	10366	6507	69
MO_226.bin.11	204	2173059	49458	11388	62
MO_226.bin.12	35	210515	9279	5583	67
MO_226.bin.13	574	9636633	91331	21528	40
MO_226.bin.14	42	276503	12764	6220	59
MO_226.bin.15	303	2482060	41591	7859	68
MO_226.bin.16	61	546951	34625	9281	41
MO_226.bin.17	72	463577	12844	6178	65
MO_226.bin.18	46	284593	9251	6071	69
MO_226.bin.19	460	4561213	44840	10672	36
MO_226.bin.1	157	3015311	115180	31340	60
MO_226.bin.2	78	521315	23097	6458	58
MO_226.bin.3	49	333432	21442	6338	59
MO_226.bin.4	63	405870	12028	6415	53
MO_226.bin.5	46	293555	19472	5903	61
MO_226.bin.6	337	3423987	40358	11137	68
MO_226.bin.7	130	883842	12533	6559	70
MO_226.bin.8	437	3564618	34610	8180	39
MO_226.bin.9	87	593806	12180	6569	39
MO_231.bin.1	616	8231515	82672	15867	36
MO_231.bin.2	42	291244	14757	6799	60
MO_231.bin.3	6897	76895475	85843	12310	42
MO_231.bin.4	89	581239	13434	6270	66
MO_231.bin.5	173	1208893	14347	6736	50
MO_231.bin.6	67	416846	10876	5913	48
MO_231.bin.7	38	250147	10989	6557	57
MO_234.bin.10	3056	23477226	41056	7632	48
MO_234.bin.11	70	488897	15998	7014	51
MO_234.bin.12	90	639483	18661	6917	53
MO_234.bin.13	46	325834	12084	7319	36
MO_234.bin.14	77	522570	13744	6455	46
MO_234.bin.15	146	1045042	17847	6938	58
MO_234.bin.1	459	5317175	53915	12812	39
MO_234.bin.2	54	510946	23804	11333	40
MO_234.bin.3	43	346906	13655	8148	38
MO_234.bin.4	137	955082	20343	6704	37
MO_234.bin.5	2178	19164343	34592	9172	53
MO_234.bin.6	144	1454840	30571	11007	47
MO_234.bin.7	167	1276870	40191	7458	39
MO_234.bin.8	190	1586412	35816	8393	46
MO_234.bin.9	32	300870	47510	9229	40
MO_236.bin.10	41	300441	18348	7011	39
MO_236.bin.11	465	4330401	39655	9546	36
MO_236.bin.12	89	659153	17527	7418	62
MO_236.bin.13	230	1825314	21902	7871	46
MO_236.bin.14	105	732769	14654	6836	49
MO_236.bin.15	68	449275	11372	6577	63
MO_236.bin.16	36	320205	22851	8797	39
MO_236.bin.1	317	2344152	21201	7270	66
MO_236.bin.2	39	234516	9645	5848	62
MO_236.bin.3	81	578487	22201	6954	65
MO_236.bin.4	293	4228995	62477	17287	48
MO_236.bin.5	221	1516442	16034	6595	60
MO_236.bin.6	42	287629	13412	6855	47
MO_236.bin.7	509	5284460	48202	11057	37
MO_236.bin.8	395	3264314	29123	8431	39
MO_236.bin.9	73	541465	26570	7152	46
