"Source","Target","Type","Weight"
"MO_103.c_1504.region001","MO_140.c_7846.region001","Directed",0.72034615278244
"MO_071.c_3994.region001","MO_192.c_4658.region001","Directed",0.185232281684875
"MO_167.c_15837.region001","MO_202.c_7127.region001","Directed",0.167747169733047
"MO_202.c_700.region001","MO_202.c_86.region001","Directed",0.684617519378662
"MO_135.c_12105.region001","MO_188.c_13265.region001","Directed",0.19780108332634
"MO_004.c_2815.region001","MO_188.c_4248.region001","Directed",0.18126080930233
"MO_167.c_15189.region001","MO_234.c_6349.region001","Directed",0.194557324051857
"MO_074.c_160.region001","MO_133.c_648.region001","Directed",0.189153507351875
"MO_199.c_3376.region001","MO_226.c_272.region001","Directed",0.226787030696869
"MO_098.c_3453.region001","MO_188.c_18106.region001","Directed",0.180778503417969
"MO_082.c_5316.region001","MO_140.c_5971.region001","Directed",0.88228714466095
"MO_140.c_3147.region001","MO_207.c_1741.region001","Directed",0.906128883361816
"MO_034.c_1878.region001","MO_192.c_3169.region001","Directed",0.201373860239983
"MO_042.c_1543.region001","MO_082.c_2470.region001","Directed",0.199233546853065
"MO_042.c_746.region001","MO_074.c_5391.region001","Directed",0.198530286550522
"MO_082.c_2430.region001","MO_133.c_4797.region001","Directed",0.326443016529083
"MO_184.c_9824.region001","MO_192.c_1558.region001","Directed",0.436311304569244
"MO_071.c_195.region001","MO_202.c_1559.region001","Directed",0.998636841773987
"MO_167.c_7016.region001","MO_188.c_16515.region001","Directed",0.200106769800186
"MO_007.c_19376.region001","MO_140.c_1669.region001","Directed",0.163902625441551
"MO_074.c_4845.region001","MO_167.c_10165.region001","Directed",0.230671003460884
"MO_073.c_2037.region001","MO_077.c_200.region001","Directed",0.174441963434219
"MO_077.c_359.region001","MO_197.c_4486.region001","Directed",0.850618183612823
"MO_102.c_2813.region001","MO_188.c_2618.region001","Directed",0.254098862409592
"MO_005.c_1858.region001","MO_046.c_324.region001","Directed",0.363344639539719
"MO_046.c_2645.region001","MO_167.c_2180.region001","Directed",0.232033297419548
"MO_133.c_6833.region001","MO_197.c_6473.region001","Directed",0.254032731056213
"MO_074.c_2013.region001","MO_106.c_6104.region001","Directed",0.216079130768776
"MO_035.c_843.region001","MO_167.c_82.region001","Directed",0.183659613132477
"MO_106.c_6506.region001","MO_192.c_2934.region001","Directed",0.231791034340858
"MO_188.c_6793.region001","MO_199.c_614.region001","Directed",0.187569096684456
"MO_188.c_16116.region001","MO_234.c_41.region001","Directed",0.239048227667809
"MO_133.c_4200.region001","MO_140.c_1669.region001","Directed",0.944251775741577
"MO_138.c_4794.region001","MO_188.c_12188.region001","Directed",0.173447862267494
"MO_074.c_4247.region001","MO_074.c_4257.region001","Directed",0.19665938615799
"MO_098.c_3453.region001","MO_192.c_4273.region001","Directed",0.165478557348251
"MO_010.c_13494.region001","MO_167.c_6741.region001","Directed",0.256130784749985
"MO_073.c_3647.region001","MO_226.c_6046.region001","Directed",0.394375175237656
"MO_005.c_21.region001","MO_188.c_225.region001","Directed",0.181355193257332
"MO_188.c_2044.region001","MO_234.c_1809.region001","Directed",0.212926670908928
"MO_046.c_498.region001","MO_184.c_1235.region001","Directed",0.826138556003571
"MO_133.c_549.region001","MO_140.c_848.region001","Directed",0.661720216274261
"MO_046.c_2645.region001","MO_167.c_13011.region001","Directed",0.274863749742508
"MO_007.c_9719.region001","MO_082.c_968.region001","Directed",0.583439469337463
"MO_005.c_3714.region001","MO_082.c_484.region001","Directed",0.171330749988556
"MO_071.c_2554.region001","MO_082.c_2886.region001","Directed",0.257016181945801
"MO_071.c_3720.region001","MO_167.c_562.region001","Directed",0.165590837597847
"MO_098.c_3044.region001","MO_202.c_1728.region001","Directed",0.700409591197968
"MO_202.c_3944.region001","MO_207.c_425.region001","Directed",0.49192288517952
"MO_140.c_848.region001","MO_234.c_2957.region001","Directed",0.393173158168793
"MO_098.c_3667.region001","MO_102.c_665.region001","Directed",0.271335572004318
"MO_135.c_13597.region001","MO_167.c_2767.region001","Directed",0.177743270993233
"MO_074.c_4247.region001","MO_074.c_6159.region001","Directed",0.200973197817802
"MO_103.c_1699.region001","MO_192.c_9615.region001","Directed",0.187438428401947
"MO_007.c_18119.region001","MO_007.c_3948.region001","Directed",0.165026739239693
"MO_082.c_3978.region001","MO_102.c_331.region001","Directed",0.174587592482567
"MO_082.c_7628.region001","MO_133.c_6072.region001","Directed",0.226877495646477
"MO_073.c_2736.region001","MO_167.c_8268.region001","Directed",0.246007353067398
"MO_077.c_676.region001","MO_133.c_615.region001","Directed",0.828693747520447
"MO_192.c_8293.region001","MO_199.c_5150.region001","Directed",0.18800576031208
"MO_046.c_73.region001","MO_071.c_195.region001","Directed",0.782555222511292
"MO_103.c_6100.region001","MO_103.c_6206.region001","Directed",0.367093712091446
"MO_005.c_4323.region001","MO_197.c_1342.region001","Directed",0.86248505115509
"MO_071.c_2682.region001","MO_197.c_5991.region001","Directed",0.497379273176193
"MO_202.c_104.region001","MO_234.c_1251.region001","Directed",0.389320492744446
"MO_007.c_18119.region001","MO_010.c_6432.region001","Directed",0.561946153640747
"MO_004.c_2269.region001","MO_004.c_938.region001","Directed",0.192766830325127
"MO_077.c_5399.region001","MO_138.c_3646.region001","Directed",0.260901629924774
"MO_138.c_642.region001","MO_138.c_971.region001","Directed",0.23003251850605
"MO_074.c_3.region001","MO_188.c_2738.region001","Directed",0.491312891244888
"MO_004.c_2210.region001","MO_226.c_3001.region001","Directed",0.783662378787994
"MO_103.c_1307.region001","MO_234.c_3947.region001","Directed",0.162920817732811
"MO_007.c_18119.region001","MO_046.c_498.region001","Directed",0.625354290008545
"MO_199.c_7094.region001","MO_234.c_5167.region001","Directed",0.178755074739456
"MO_103.c_146.region001","MO_103.c_2486.region001","Directed",0.295740693807602
"MO_039.c_3988.region001","MO_135.c_3427.region001","Directed",0.177202492952347
"MO_188.c_10315.region001","MO_192.c_533.region001","Directed",0.164765939116478
"MO_188.c_16911.region001","MO_192.c_8152.region001","Directed",0.177367970347404
"MO_082.c_723.region001","MO_102.c_840.region001","Directed",0.253469705581665
"MO_074.c_151.region001","MO_188.c_30.region001","Directed",0.365237772464752
"MO_103.c_6100.region001","MO_226.c_1636.region001","Directed",0.171447142958641
"MO_004.c_152.region001","MO_010.c_13063.region001","Directed",0.23371896147728
"MO_007.c_9238.region001","MO_133.c_5399.region001","Directed",0.220522284507751
"MO_071.c_347.region001","MO_077.c_382.region001","Directed",0.515874922275543
"MB.region.BGC0000647","MO_034.c_400.region001","Directed",0.247474253177643
"MO_035.c_4139.region001","MO_071.c_6160.region001","Directed",0.170688584446907
"MO_007.c_12208.region001","MO_207.c_2429.region001","Directed",0.955832123756409
"MO_192.c_5195.region001","MO_236.c_2556.region001","Directed",0.181624934077263
"MO_103.c_6100.region001","MO_226.c_500.region001","Directed",0.163950100541115
"MO_133.c_5193.region001","MO_192.c_7940.region001","Directed",0.389588594436646
"MO_103.c_6206.region001","MO_192.c_4658.region001","Directed",0.224733963608742
"MO_140.c_4252.region001","MO_167.c_420.region001","Directed",0.264248937368393
"MO_082.c_714.region001","MO_138.c_3228.region001","Directed",0.265200048685074
"MO_005.c_3651.region001","MO_188.c_2229.region001","Directed",0.223991751670837
"MO_082.c_6471.region001","MO_138.c_1324.region001","Directed",0.298136115074158
"MO_046.c_60.region001","MO_167.c_1533.region001","Directed",0.348740249872208
"MO_188.c_4454.region001","MO_192.c_2422.region001","Directed",0.344962656497955
"MO_005.c_627.region001","MO_188.c_19.region001","Directed",0.38942152261734
"MO_082.c_7463.region001","MO_202.c_808.region001","Directed",0.344143509864807
"MO_071.c_6160.region001","MO_074.c_2013.region001","Directed",0.288252741098404
"MO_167.c_16022.region001","MO_234.c_6349.region001","Directed",0.276142209768295
"MO_074.c_57.region001","MO_202.c_461.region001","Directed",0.517050385475159
"MO_098.c_2103.region001","MO_098.c_3314.region001","Directed",0.4242003262043
"MO_103.c_6100.region001","MO_234.c_1251.region001","Directed",0.363960593938828
"MO_005.c_1415.region001","MO_140.c_763.region001","Directed",0.176615253090858
"MO_074.c_460.region001","MO_074.c_85.region001","Directed",0.27343487739563
"MO_138.c_2482.region001","MO_167.c_3407.region001","Directed",0.177454963326454
"MO_004.c_2210.region001","MO_202.c_6982.region001","Directed",0.306703835725784
"MO_074.c_4429.region001","MO_199.c_3376.region001","Directed",0.175593554973602
"MO_133.c_743.region001","MO_140.c_2752.region001","Directed",0.636006236076355
"MO_133.c_2591.region001","MO_135.c_12149.region001","Directed",0.286010235548019
"MO_074.c_82.region001","MO_188.c_9971.region001","Directed",0.389072328805923
"MO_077.c_519.region001","MO_184.c_3.region001","Directed",0.843931138515472
"MO_192.c_8633.region001","MO_199.c_2652.region001","Directed",0.18254317343235
"MO_074.c_3998.region001","MO_133.c_2721.region001","Directed",0.172630846500397
"MO_010.c_16511.region001","MO_167.c_10165.region001","Directed",0.292751729488373
"MO_133.c_614.region001","MO_140.c_316.region001","Directed",1
"MO_004.c_500.region001","MO_236.c_3593.region001","Directed",0.710133254528046
"MO_133.c_1711.region001","MO_138.c_1441.region001","Directed",0.841453373432159
"MO_010.c_6432.region001","MO_138.c_4812.region001","Directed",0.851542890071869
"MO_010.c_16464.region001","MO_202.c_7127.region001","Directed",0.200529098510742
"MO_188.c_16911.region001","MO_192.c_1326.region001","Directed",0.175491660833359
"MO_167.c_13493.region001","MO_167.c_6741.region001","Directed",0.208753302693367
"MO_192.c_6901.region001","MO_234.c_3130.region001","Directed",0.185639619827271
"MO_133.c_2647.region001","MO_184.c_9.region001","Directed",0.267396122217178
"MO_034.c_1878.region001","MO_231.c_149.region001","Directed",0.189146369695663
"MO_226.c_1636.region001","MO_234.c_7472.region001","Directed",0.172163754701614
"MO_046.c_498.region001","MO_133.c_4549.region001","Directed",0.983786225318909
"MO_007.c_9238.region001","MO_082.c_3978.region001","Directed",0.324981093406677
"MO_077.c_676.region001","MO_140.c_1134.region001","Directed",0.847017407417297
"MO_133.c_1366.region001","MO_140.c_1723.region001","Directed",0.780921041965485
"MO_077.c_2818.region001","MO_133.c_602.region001","Directed",0.327542811632156
"MO_074.c_1290.region001","MO_140.c_848.region001","Directed",0.205518022179604
"MO_074.c_2277.region001","MO_188.c_7980.region001","Directed",0.262431025505066
"MO_004.c_587.region001","MO_077.c_685.region001","Directed",0.332194030284882
"MO_188.c_16911.region001","MO_188.c_8135.region001","Directed",0.24818779528141
"MO_138.c_460.region001","MO_192.c_587.region001","Directed",0.226689144968987
"MO_035.c_453.region001","MO_098.c_3667.region001","Directed",0.214262500405312
"MO_007.c_189.region001","MO_073.c_901.region001","Directed",0.605252683162689
"MO_074.c_3306.region001","MO_074.c_4257.region001","Directed",0.173850670456886
"MO_046.c_104.region001","MO_202.c_252.region001","Directed",0.909463763237
"MO_073.c_3859.region001","MO_188.c_16515.region001","Directed",0.182128459215164
"MO_077.c_8609.region001","MO_192.c_4539.region001","Directed",0.209975481033325
"MO_073.c_791.region001","MO_140.c_169.region001","Directed",0.65001654624939
"MO_004.c_2269.region001","MO_184.c_20639.region001","Directed",0.180515304207802
"MO_140.c_444.region001","MO_236.c_557.region001","Directed",0.768463790416718
"MO_077.c_7923.region001","MO_234.c_324.region001","Directed",0.254745364189148
"MO_042.c_2989.region001","MO_098.c_302.region001","Directed",0.560445606708527
"MO_188.c_3222.region001","MO_199.c_916.region001","Directed",0.201591178774834
"MO_077.c_8609.region001","MO_188.c_7980.region001","Directed",0.182238519191742
"MO_133.c_2764.region001","MO_197.c_3368.region001","Directed",0.99150025844574
"MO_133.c_2979.region001","MO_184.c_237.region001","Directed",0.592447400093079
"MO_039.c_3426.region001","MO_074.c_5418.region001","Directed",0.178297892212868
"MO_135.c_115.region001","MO_207.c_2274.region001","Directed",0.300106763839722
"MO_098.c_672.region001","MO_184.c_301.region001","Directed",0.639244556427002
"MO_138.c_2482.region001","MO_167.c_6295.region001","Directed",0.18988886475563
"MO_074.c_1290.region001","MO_138.c_374.region001","Directed",0.439355820417404
"MO_077.c_295.region001","MO_188.c_138.region001","Directed",0.204261481761932
"MO_106.c_6104.region001","MO_167.c_9268.region001","Directed",0.25752255320549
"MO_073.c_1884.region001","MO_135.c_6746.region001","Directed",0.504439353942871
"MO_197.c_3013.region001","MO_234.c_6349.region001","Directed",0.184607535600662
"MO_102.c_3157.region001","MO_167.c_26.region001","Directed",0.31109032034874
"MO_004.c_2210.region001","MO_074.c_6919.region001","Directed",0.206678688526154
"MO_135.c_1344.region001","MO_135.c_606.region001","Directed",0.197082504630089
"MO_007.c_9392.region001","MO_170.c_151.region001","Directed",0.64140772819519
"MO_073.c_3190.region001","MO_167.c_5830.region001","Directed",0.164372354745865
"MO_004.c_2210.region001","MO_199.c_5150.region001","Directed",0.293483883142471
"MO_184.c_2562.region001","MO_188.c_867.region001","Directed",0.290341407060623
"MO_234.c_2761.region001","MO_236.c_2556.region001","Directed",0.54654335975647
"MO_071.c_2384.region001","MO_138.c_3646.region001","Directed",0.325549393892288
"MO_133.c_2098.region001","MO_234.c_116.region001","Directed",0.277661263942719
"MO_005.c_2770.region001","MO_192.c_6007.region001","Directed",0.372551113367081
"MO_167.c_161.region001","MO_234.c_2957.region001","Directed",0.294757634401321
"MO_071.c_2035.region001","MO_167.c_5676.region001","Directed",0.185646995902061
"MO_135.c_1344.region001","MO_135.c_1691.region001","Directed",0.190029457211494
"MO_004.c_143.region001","MO_138.c_4715.region001","Directed",0.978556752204895
"MO_133.c_625.region001","MO_207.c_892.region001","Directed",0.923352599143982
"MO_167.c_3473.region001","MO_188.c_12444.region001","Directed",0.268839836120605
"MO_004.c_3394.region001","MO_082.c_1810.region001","Directed",0.246127933263779
"MO_082.c_1987.region001","MO_197.c_850.region001","Directed",0.190423414111137
"MO_071.c_5781.region001","MO_167.c_325.region001","Directed",0.292705029249191
"MO_102.c_1436.region001","MO_184.c_237.region001","Directed",0.343527674674988
"MO_133.c_976.region001","MO_140.c_388.region001","Directed",0.867558002471924
"MO_098.c_1756.region001","MO_167.c_234.region001","Directed",0.162518054246902
"MO_184.c_2562.region001","MO_188.c_3337.region001","Directed",0.244234755635262
"MO_167.c_7016.region001","MO_226.c_2871.region001","Directed",0.237647354602814
"MO_140.c_1669.region001","MO_184.c_257.region001","Directed",0.411316186189651
"MO_071.c_4847.region001","MO_202.c_461.region001","Directed",0.240730345249176
"MO_226.c_1161.region001","MO_234.c_2577.region001","Directed",0.285384446382523
"MO_035.c_6454.region001","MO_082.c_6539.region001","Directed",0.275491893291473
"MO_074.c_4050.region001","MO_192.c_6901.region001","Directed",0.235782220959663
"MO_167.c_3132.region001","MO_188.c_867.region001","Directed",0.199703454971313
"MO_188.c_13378.region001","MO_188.c_13518.region001","Directed",0.18346893787384
"MO_082.c_2886.region001","MO_098.c_35.region001","Directed",0.266558170318604
"MO_005.c_627.region001","MO_071.c_1758.region001","Directed",0.297213762998581
"MO_135.c_13597.region001","MO_135.c_3427.region001","Directed",0.197282910346985
"MO_202.c_2228.region001","MO_236.c_723.region001","Directed",0.676300466060638
"MO_071.c_6160.region001","MO_077.c_2208.region001","Directed",0.169270381331444
"MO_192.c_4178.region001","MO_202.c_5535.region001","Directed",0.178375050425529
"MO_073.c_508.region001","MO_133.c_7601.region001","Directed",0.634452283382416
"MO_102.c_846.region001","MO_197.c_656.region001","Directed",0.99773097038269
"MO_042.c_755.region001","MO_133.c_2577.region001","Directed",0.24920254945755
"MO_098.c_4944.region001","MO_188.c_3840.region001","Directed",0.208831593394279
"MO_071.c_981.region001","MO_074.c_2381.region001","Directed",0.164366170763969
"MO_071.c_1602.region001","MO_167.c_2685.region001","Directed",0.756425142288208
"MO_138.c_5984.region001","MO_167.c_2102.region001","Directed",0.242343410849571
"MO_005.c_3877.region001","MO_007.c_5612.region001","Directed",0.18697689473629
"MO_071.c_3720.region001","MO_192.c_2355.region001","Directed",0.194013923406601
"MO_074.c_4050.region001","MO_140.c_6030.region001","Directed",0.228069022297859
"MO_007.c_10865.region001","MO_231.c_7414.region001","Directed",0.459821373224258
"MO_073.c_543.region001","MO_138.c_1068.region001","Directed",0.422500014305115
"MO_103.c_3481.region001","MO_138.c_5759.region001","Directed",0.264666795730591
"MO_188.c_13650.region001","MO_188.c_4438.region001","Directed",0.203862965106964
"MO_188.c_17.region001","MO_188.c_175.region001","Directed",0.16570819914341
"MO_188.c_7702.region001","MO_197.c_7265.region001","Directed",0.166522935032845
"MO_071.c_33.region001","MO_073.c_3248.region001","Directed",0.813803851604462
"MO_071.c_227.region001","MO_082.c_1088.region001","Directed",0.16774494946003
"MO_082.c_714.region001","MO_102.c_846.region001","Directed",0.966240048408508
"MO_071.c_4847.region001","MO_226.c_6046.region001","Directed",0.165329366922379
"MB.region.BGC0000427","MO_188.c_108.region001","Directed",0.207609966397285
"MO_071.c_1962.region001","MO_140.c_175.region001","Directed",0.667775571346283
"MO_102.c_520.region001","MO_202.c_363.region001","Directed",0.206836029887199
"MO_082.c_7750.region001","MO_138.c_2335.region001","Directed",0.214521527290344
"MO_167.c_11259.region001","MO_167.c_5727.region001","Directed",0.212831720709801
"MO_071.c_5374.region001","MO_103.c_5735.region001","Directed",0.260023146867752
"MO_133.c_145.region001","MO_138.c_1248.region001","Directed",0.778798520565033
"MO_010.c_13494.region001","MO_106.c_6104.region001","Directed",0.192846536636353
"MO_188.c_16328.region001","MO_199.c_7094.region001","Directed",0.254668354988098
"MO_133.c_2647.region001","MO_140.c_3065.region001","Directed",0.199233934283257
"MO_074.c_2277.region001","MO_135.c_551.region001","Directed",0.174818187952042
"MO_077.c_3635.region001","MO_133.c_6563.region001","Directed",0.194117024540901
"MO_167.c_13598.region001","MO_192.c_4559.region001","Directed",0.175938814878464
"MO_074.c_82.region001","MO_082.c_510.region001","Directed",0.4014832675457
"MO_046.c_2657.region001","MO_236.c_42.region001","Directed",0.192698463797569
"MO_197.c_3212.region001","MO_202.c_887.region001","Directed",0.810782194137573
"MO_133.c_1362.region001","MO_184.c_9.region001","Directed",0.213356286287308
"MO_082.c_5132.region001","MO_106.c_13618.region001","Directed",0.201168954372406
"MO_073.c_888.region001","MO_133.c_459.region001","Directed",0.634320080280304
"MO_071.c_3994.region001","MO_133.c_2098.region001","Directed",0.234573364257812
"MO_074.c_5418.region001","MO_226.c_2871.region001","Directed",0.166218057274818
"MO_167.c_730.region001","MO_207.c_244.region001","Directed",0.925317287445068
"MO_135.c_6737.region001","MO_138.c_2874.region001","Directed",0.668890297412872
"MO_046.c_2645.region001","MO_226.c_1942.region001","Directed",0.207168877124786
"MO_004.c_2210.region001","MO_135.c_13597.region001","Directed",0.160733863711357
"MO_135.c_12105.region001","MO_135.c_7332.region001","Directed",0.179864257574081
"MB.region.BGC0000869","MO_046.c_129.region001","Directed",0.207697317004204
"MO_098.c_1756.region001","MO_133.c_3777.region001","Directed",0.221268191933632
"MO_133.c_910.region001","MO_184.c_23392.region001","Directed",0.860062777996063
"MO_188.c_5668.region001","MO_192.c_3674.region001","Directed",0.641358613967896
"MO_007.c_7654.region001","MO_071.c_1320.region001","Directed",0.994678854942322
"MO_133.c_2979.region001","MO_140.c_1700.region001","Directed",0.249806508421898
"MO_071.c_600.region001","MO_082.c_1941.region001","Directed",0.570223689079285
"MO_039.c_3988.region001","MO_042.c_746.region001","Directed",0.259949296712875
"MO_188.c_10315.region001","MO_236.c_42.region001","Directed",0.166792541742325
"MO_074.c_4257.region001","MO_192.c_4273.region001","Directed",0.199249729514122
"MO_071.c_273.region001","MO_102.c_846.region001","Directed",0.994601488113403
"MO_082.c_484.region001","MO_167.c_275.region001","Directed",0.271511137485504
"MO_074.c_5391.region001","MO_074.c_6919.region001","Directed",0.215259164571762
"MO_098.c_3314.region001","MO_188.c_9971.region001","Directed",0.421727180480957
"MO_102.c_817.region001","MO_103.c_6100.region001","Directed",0.365957170724869
"MB.region.BGC0001160","MO_188.c_141.region001","Directed",0.262022584676743
"MO_102.c_1436.region001","MO_138.c_5759.region001","Directed",0.875905334949493
"MO_042.c_755.region001","MO_098.c_188.region001","Directed",0.239227801561356
"MO_005.c_3432.region001","MO_077.c_8609.region001","Directed",0.187440976500511
"MO_188.c_342.region001","MO_192.c_991.region001","Directed",0.256128907203674
"MO_035.c_2715.region001","MO_188.c_10690.region001","Directed",0.164436146616936
"MO_004.c_587.region001","MO_133.c_549.region001","Directed",0.396427601575851
"MO_074.c_3.region001","MO_236.c_124.region001","Directed",0.176066681742668
"MO_071.c_1602.region001","MO_133.c_4797.region001","Directed",0.382064670324326
"MO_098.c_2237.region001","MO_202.c_49.region001","Directed",0.161101683974266
"MO_071.c_2188.region001","MO_082.c_1810.region001","Directed",0.200287446379662
"MO_102.c_840.region001","MO_133.c_2979.region001","Directed",0.182880401611328
"MO_074.c_6730.region001","MO_167.c_2767.region001","Directed",0.185454189777374
"MO_073.c_2508.region001","MO_133.c_145.region001","Directed",0.347299575805664
"MO_138.c_4794.region001","MO_234.c_1251.region001","Directed",0.469579011201859
"MO_010.c_16511.region001","MO_188.c_5878.region001","Directed",0.175788924098015
"MO_103.c_6100.region001","MO_167.c_2180.region001","Directed",0.230394691228867
"MO_167.c_0.region002","MO_226.c_2066.region001","Directed",0.273975014686584
"MO_167.c_5248.region001","MO_170.c_2188.region001","Directed",0.498532384634018
"MO_035.c_6337.region001","MO_192.c_9192.region001","Directed",0.175825417041779
"MO_167.c_15727.region001","MO_192.c_4396.region001","Directed",0.195201605558395
"MO_007.c_19376.region001","MO_046.c_104.region001","Directed",0.161456823348999
"MO_207.c_2641.region001","MO_226.c_1332.region001","Directed",0.222074970602989
"MO_074.c_2521.region001","MO_074.c_4050.region001","Directed",0.160166800022125
"MO_102.c_1436.region001","MO_140.c_1700.region001","Directed",0.358844578266144
"MO_046.c_2645.region001","MO_103.c_158.region001","Directed",0.169199585914612
"MO_004.c_3394.region001","MO_138.c_3646.region001","Directed",0.422099471092224
"MO_071.c_5374.region001","MO_207.c_1741.region001","Directed",0.203249379992485
"MO_167.c_554.region001","MO_188.c_2927.region001","Directed",0.988707602024078
"MO_010.c_16511.region001","MO_188.c_13378.region001","Directed",0.163851171731949
"MO_138.c_3646.region001","MO_140.c_277.region001","Directed",0.32646644115448
"MO_074.c_4842.region001","MO_140.c_1669.region001","Directed",0.593028426170349
"MO_102.c_1175.region001","MO_234.c_1220.region001","Directed",0.179640248417854
"MO_192.c_2934.region001","MO_202.c_8012.region001","Directed",0.198837786912918
"MO_138.c_971.region001","MO_197.c_612.region001","Directed",0.748455166816711
"MO_135.c_7212.region001","MO_167.c_7016.region001","Directed",0.17896181344986
"MO_192.c_6123.region001","MO_202.c_363.region001","Directed",0.209599226713181
"MO_074.c_7350.region001","MO_188.c_3004.region001","Directed",0.18915992975235
"MO_034.c_1114.region001","MO_082.c_335.region001","Directed",0.995335876941681
"MO_046.c_1721.region001","MO_170.c_609.region001","Directed",0.208317711949348
"MO_167.c_10427.region001","MO_192.c_8786.region001","Directed",0.16133888065815
"MO_074.c_1290.region001","MO_188.c_2738.region001","Directed",0.708383202552795
"MO_046.c_2645.region001","MO_199.c_1251.region001","Directed",0.160452544689178
"MO_004.c_2210.region001","MO_184.c_6370.region001","Directed",0.357432246208191
"MO_140.c_1083.region001","MO_226.c_2066.region001","Directed",0.240171208977699
"MO_071.c_3087.region001","MO_135.c_115.region001","Directed",0.285750389099121
"MO_074.c_3737.region001","MO_103.c_2051.region001","Directed",0.219496369361877
"MO_103.c_6206.region001","MO_234.c_6349.region001","Directed",0.259106457233429
"MO_133.c_326.region001","MO_140.c_1541.region001","Directed",0.54236501455307
"MB.region.BGC0001160","MO_167.c_730.region001","Directed",0.262022584676743
"MO_071.c_898.region001","MO_133.c_976.region001","Directed",0.641768276691437
"MB.region.BGC0000647","MO_207.c_3334.region001","Directed",0.176254495978355
"MO_138.c_1063.region001","MO_202.c_887.region001","Directed",0.822690665721893
"MO_046.c_2645.region001","MO_074.c_4429.region001","Directed",0.175690978765488
"MO_004.c_2210.region001","MO_234.c_448.region001","Directed",0.281552135944366
"MO_074.c_378.region001","MO_098.c_3314.region001","Directed",0.337638109922409
"MO_074.c_1214.region001","MO_133.c_2181.region001","Directed",0.171065241098404
"MO_133.c_549.region001","MO_188.c_342.region001","Directed",0.200435861945152
"MO_167.c_3253.region001","MO_170.c_609.region001","Directed",0.162761464715004
"MO_073.c_3532.region001","MO_188.c_6458.region001","Directed",0.165118843317032
"MO_192.c_4273.region001","MO_192.c_8803.region001","Directed",0.210922136902809
"MB.region.BGC0001164","MO_192.c_4658.region001","Directed",0.238368824124336
"MO_074.c_4845.region001","MO_192.c_6901.region001","Directed",0.193548396229744
"MO_192.c_9046.region001","MO_199.c_7094.region001","Directed",0.2088972479105
"MO_188.c_342.region001","MO_207.c_2274.region001","Directed",0.301323086023331
"MO_077.c_8609.region001","MO_192.c_6805.region001","Directed",0.193687677383423
"MO_073.c_1238.region001","MO_135.c_115.region001","Directed",0.170539066195488
"MO_046.c_2645.region001","MO_192.c_1189.region001","Directed",0.234265252947807
"MO_004.c_2210.region001","MO_188.c_11192.region001","Directed",0.206221580505371
"MO_133.c_591.region001","MO_167.c_213.region001","Directed",0.27449443936348
"MO_034.c_1407.region001","MO_046.c_104.region001","Directed",0.956459939479828
"MO_035.c_892.region001","MO_192.c_2934.region001","Directed",0.171143531799316
"MO_004.c_3988.region001","MO_188.c_13650.region001","Directed",0.161505773663521
"MO_074.c_607.region001","MO_140.c_928.region001","Directed",0.406692057847977
"MO_103.c_2646.region001","MO_192.c_544.region001","Directed",0.173317149281502
"MO_098.c_4408.region001","MO_140.c_212.region001","Directed",0.79169774055481
"MO_010.c_13494.region001","MO_199.c_7094.region001","Directed",0.225780516862869
"MO_074.c_4257.region001","MO_074.c_4613.region001","Directed",0.169224679470062
"MO_074.c_6919.region001","MO_188.c_10588.region001","Directed",0.16170409321785
"MO_071.c_2682.region001","MO_138.c_5759.region001","Directed",0.270636081695557
"MO_004.c_938.region001","MO_071.c_2188.region001","Directed",0.37282720208168
"MO_135.c_2772.region001","MO_140.c_3076.region001","Directed",0.832656264305115
"MO_138.c_4794.region001","MO_197.c_7265.region001","Directed",0.179382756352425
"MO_140.c_444.region001","MO_170.c_43.region001","Directed",0.890270054340363
"MO_035.c_843.region001","MO_103.c_6100.region001","Directed",0.202240467071533
"MO_005.c_33.region001","MO_074.c_3099.region001","Directed",0.862078547477722
"MO_138.c_3302.region001","MO_140.c_1700.region001","Directed",0.268737703561783
"MO_005.c_1009.region001","MO_170.c_243.region001","Directed",0.669181346893311
"MO_082.c_5132.region001","MO_236.c_42.region001","Directed",0.173484846949577
"MO_188.c_797.region001","MO_236.c_42.region001","Directed",0.605598330497742
"MO_035.c_2715.region001","MO_167.c_10224.region001","Directed",0.166283816099167
"MO_138.c_374.region001","MO_138.c_378.region001","Directed",0.174159675836563
"MO_004.c_2210.region001","MO_167.c_6215.region001","Directed",0.18471984565258
"MO_035.c_843.region001","MO_106.c_13618.region001","Directed",0.231250703334808
"MO_140.c_848.region001","MO_188.c_342.region001","Directed",0.179580092430115
"MO_202.c_1924.region001","MO_231.c_837.region001","Directed",0.220053374767303
"MO_004.c_4196.region001","MO_133.c_2181.region001","Directed",0.217785134911537
"MO_188.c_11640.region001","MO_188.c_7702.region001","Directed",0.221442222595215
"MO_004.c_126.region001","MO_073.c_2809.region001","Directed",1
"MO_039.c_3426.region001","MO_167.c_6741.region001","Directed",0.190400719642639
"MO_192.c_3955.region001","MO_192.c_4559.region001","Directed",0.174852594733238
"MO_167.c_16203.region001","MO_192.c_488.region001","Directed",0.325951278209686
"MO_133.c_324.region001","MO_140.c_320.region001","Directed",0.539332449436188
"MO_046.c_2645.region001","MO_192.c_436.region001","Directed",0.161321967840195
